url,type,keyword_target,primary,funnel,intent,cluster,body_word_count,internal_link_count,external_link_count,inbound_count,outbound_count,anchor_flag_count,title,title_len,desc_len,h1_count,h2_count,schema_types,schema_issue_count,primary_freq_exact,primary_freq_family,cannibalization_count,indexable,redirected,canonical_self,noindex,in_sitemap
/blogs/how-to-do-saas-seo-competitor-analysis/,blog,True,saas seo competitor analysis,mofu,informational,SaaS SEO,3536,14,0,7,14,2,How I Do SaaS SEO Competitor Analysis For My Clients in 2026,60,148,1,13,Article|BreadcrumbList|FAQPage|Organization,0,7,7,0,True,False,True,False,True
/blogs/how-to-do-saas-seo-keyword-research/,blog,True,saas seo keyword research,mofu,informational,SaaS SEO,2411,20,1,16,20,5,How I Do SaaS SEO Keyword Research in 2026,42,150,1,13,Article|BreadcrumbList|FAQPage|Organization,0,1,1,1,True,False,True,False,True
/blogs/how-to-fix-keyword-cannibalization/,blog,True,fix keyword cannibalization,mofu,informational,SaaS SEO,2147,9,0,4,6,4,Fix Keyword Cannibalization on a SaaS Site,42,147,1,9,Article|BreadcrumbList|CreativeWork|FAQPage|Organization,0,0,0,0,True,False,True,False,True
/blogs/how-to-map-keywords-to-saas-buyer-journey/,blog,True,map keywords to saas buyer journey,mofu,informational,SaaS SEO,2406,12,0,10,10,3,How to Map Keywords to the SaaS Buyer Journey,45,146,1,11,Article|BreadcrumbList|FAQPage|Organization,0,0,0,0,True,False,True,False,True
/blogs/how-to-prioritize-saas-keywords-by-funnel-stage/,blog,True,prioritize saas keywords by funnel stage,mofu,informational,SaaS SEO,2347,10,0,9,8,3,Prioritize SaaS Keywords by Funnel Stage,40,138,1,10,Article|BreadcrumbList|CreativeWork|FAQPage|Organization,0,0,0,0,True,False,True,False,True
/blogs/how-to-rank-bofu-keywords-saas/,blog,True,rank saas bofu keywords,mofu,informational,SaaS SEO,1929,9,0,8,7,4,How to Rank BOFU Keywords for SaaS: A Playbook,46,140,1,10,Article|BreadcrumbList|CreativeWork|FAQPage|Organization,0,0,0,0,True,False,True,False,True
/blogs/how-to-rank-mofu-keywords-saas/,blog,True,rank saas mofu keywords,mofu,informational,SaaS SEO,2175,15,0,4,13,4,How to Rank MOFU Keywords for SaaS,34,136,1,11,Article|BreadcrumbList|CreativeWork|FAQPage|Organization,0,0,0,0,True,False,True,False,True
/blogs/how-to-rank-on-chatgpt-in-2026-strategies-and-tips/,blog,True,how to rank on chatgpt,mofu,informational,SaaS SEO,2714,14,1,4,11,4,How to Rank on ChatGPT in 2026: Key Strategies and Mistakes,59,141,1,13,Article|BreadcrumbList|Organization,0,2,4,0,True,False,True,False,True
/blogs/how-to-run-google-ads-for-saas/,blog,True,google ads for saas,mofu,informational,SaaS PPC,3406,15,1,8,14,4,How to Run Google Ads for SaaS in 2026? An Expert's Guide,57,143,1,11,Article|BreadcrumbList|FAQPage|Organization,0,8,8,2,True,False,True,False,True
/blogs/how-to-run-linkedin-retargeting-ads/,blog,True,linkedin retargeting ads,mofu,informational,SaaS PPC,2576,12,0,2,12,4,How do I run LinkedIn Retargeting Ads in 2026?,46,146,1,14,Article|BreadcrumbList|Organization,0,13,13,0,True,False,True,False,True
/blogs/how-to-score-saas-keywords-by-icp-intent/,blog,True,score saas keywords by icp intent,mofu,informational,SaaS SEO,2266,12,0,6,9,2,Score SaaS Keywords by ICP Intent: A Rubric,43,140,1,12,Article|BreadcrumbList|CreativeWork|FAQPage|Organization,0,0,0,0,True,False,True,False,True
/blogs/how-to-write-google-ads-copy-for-saas-in-2026/,blog,True,google ads copy for saas,mofu,informational,SaaS PPC,2546,8,0,2,8,5,How I Write SaaS Google Ads Copy That Converts in 2026?,55,148,1,10,Article|BreadcrumbList|Organization,0,0,0,0,True,False,True,False,True
/blogs/how-to-write-saas-comparison-pages-for-seo/,blog,True,saas comparison pages,mofu,informational,SaaS SEO,3181,11,0,1,11,3,How I Write SaaS Comparison Pages for SEO in 2026?,50,145,1,16,Article|BreadcrumbList|Organization,0,12,15,0,True,False,True,False,True
/blogs/how-to-write-saas-seo-content-with-ai-that-actually-ranks/,blog,True,write saas seo content with ai,mofu,informational,SaaS SEO,2339,15,0,2,15,5,How I Write SaaS SEO Content with AI That Actually Ranks,56,148,1,12,Article|BreadcrumbList|Organization,0,0,0,0,True,False,True,False,True
/blogs/linkedin-account-based-marketing/,blog,True,linkedin account based marketing,tofu,informational,SaaS PPC,2533,7,0,2,7,3,How to Run LinkedIn Account-based Marketing Campaigns?,54,137,1,9,Article|BreadcrumbList|Organization,0,0,12,0,True,False,True,False,True
/blogs/optimize-saas-landing-pages-for-seo/,blog,True,optimize saas landing pages for seo,mofu,informational,SaaS SEO,2907,18,0,6,18,5,How to Optimize SaaS Landing Pages for SEO in 2026,50,145,1,14,Article|BreadcrumbList|FAQPage|Organization,0,2,2,0,True,False,True,False,True
/research/ai-seo-statistics/,blog,True,ai seo statistics,mofu,informational,SaaS SEO,2480,11,2,1,6,0,"60+ AI SEO Statistics (Updated June 2026, B2B SaaS Data)",56,136,1,10,Article|BreadcrumbList|Organization,0,0,0,0,True,False,True,False,True
/blogs/saas-content-marketing-guide/,blog,True,saas content marketing,tofu,informational,SaaS Content Marketing,2572,14,2,3,14,5,SaaS Content Marketing: The Definitive Guide to Grow Faster,59,150,1,12,Article|BreadcrumbList|Organization,0,26,26,0,True,False,True,False,True
/blogs/saas-link-building/,blog,True,saas link building,tofu,informational,SaaS SEO,3634,13,0,8,11,2,SaaS Link Building: The Complete 2026 Guide,43,143,1,16,Article|BreadcrumbList|FAQPage|Organization|Quotation,0,25,25,1,True,False,True,False,True
/blogs/saas-linkedin-ads-mistakes-to-avoid/,blog,True,saas linkedin ads mistakes,mofu,informational,SaaS PPC,3018,11,0,5,11,4,11 Common SaaS LinkedIn Ads Mistakes And How to Avoid Them,58,149,1,17,Article|BreadcrumbList|Organization,0,3,4,0,True,False,True,False,True
/blogs/saas-marketing-challenges-and-fixes/,blog,True,saas marketing challenges,mofu,informational,SaaS SEO,3166,10,4,3,9,5,Top 6 SaaS Marketing Challenges & How to Solve Them,51,138,1,13,Article|BreadcrumbList|FAQPage|Organization,0,10,10,0,True,False,True,False,True
/blogs/saas-ppc-checklist/,blog,True,saas ppc checklist,mofu,informational,SaaS PPC,1926,11,0,3,9,4,The Complete 2026 SaaS PPC Checklist: A SaaS-focused guide,58,150,1,9,Article|BreadcrumbList|FAQPage|Organization,0,7,7,0,True,False,True,False,True
/blogs/saas-ppc/,blog,True,saas ppc,tofu,informational,SaaS PPC,2637,12,1,12,11,6,SaaS PPC: Proven Paid Strategies to Drive Trials And Demos,58,148,1,11,Article|BreadcrumbList|FAQPage|Organization,0,22,22,6,True,False,True,False,True
/blogs/saas-seo-checklist/,blog,True,saas seo checklist,mofu,informational,SaaS SEO,3002,15,0,2,15,3,My SaaS SEO Checklist for 2026,30,144,1,14,Article|BreadcrumbList|Organization,0,2,2,0,True,False,True,False,True
/blogs/saas-seo-strategies-and-framework/,blog,True,saas seo strategies,mofu,informational,SaaS SEO,3943,23,0,6,21,7,SaaS SEO Strategies: The 8-Step Framework for Growth,52,134,1,7,Article|BreadcrumbList|FAQPage|Organization,0,1,1,3,True,False,True,False,True
/blogs/saas-seo/,blog,True,saas seo,tofu,informational,SEO,5767,44,1,22,41,14,SaaS SEO 2026: The 8-Step Pipeline Strategy (with GEO + AEO),60,168,1,14,Article|BreadcrumbList|Organization|Quotation,0,28,28,6,True,False,True,False,True
/blogs/the-8-common-saas-google-ads-mistakes-to-avoid-in-2026/,blog,True,saas google ads mistakes,mofu,informational,SaaS PPC,4620,12,0,4,12,4,11 Common SaaS Google Ads Mistakes And How to Avoid Them,56,147,1,14,Article|BreadcrumbList|Organization,0,2,2,0,True,False,True,False,True
/blogs/the-no-nonsense-guide-to-auditing-your-saas-ppc-account/,blog,True,saas ppc audit,mofu,informational,SaaS PPC,2570,17,2,6,16,6,How to Conduct a SaaS PPC Audit in 2026?,40,147,1,11,Article|BreadcrumbList|FAQPage|Organization,0,4,4,1,True,False,True,False,True
/blogs/types-of-keywords-in-seo/,blog,True,types of keywords in seo,mofu,informational,SaaS SEO,2388,8,0,5,6,2,Types of Keywords in SEO (SaaS Examples),40,161,1,11,Article|BreadcrumbList|CreativeWork|FAQPage|Organization,0,1,1,0,True,False,True,False,True
/glossary/what-are-keyword-clusters/,glossary,True,what is keyword clusters,tofu,informational,SEO,1985,9,0,4,9,5,How to Group Keywords for SaaS SEO,34,158,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,0,17,3,True,False,True,False,True
/glossary/what-is-a-301-redirect/,glossary,True,what is 301 Redirect,tofu,informational,SEO,2096,9,0,1,8,4,"What Is a 301 Redirect? SEO, SaaS, and Real-World Risks",55,160,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,0,21,0,True,False,True,False,True
/glossary/what-is-a-backlink/,glossary,True,what is a Backlink,tofu,informational,SEO,1887,10,0,30,10,4,What Is a Backlink? Meaning & Real-World Examples,49,154,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,52,0,True,False,True,False,True
/glossary/what-is-a-canonical-tag/,glossary,True,what is a Canonical Tag,tofu,informational,SEO,1992,13,0,11,12,5,What Is a Canonical Tag? SaaS SEO Explained Clearly,51,147,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,34,0,True,False,True,False,True
/glossary/what-is-a-commercial-keyword/,glossary,True,what is a Commercial Keyword,tofu,informational,SEO,1596,10,0,3,9,3,What Is a Commercial Keyword? SaaS Marketer's Guide,51,150,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,25,0,True,False,True,False,True
/glossary/what-is-a-landing-page/,glossary,True,what is a Landing Page,tofu,informational,B2B Marketing,1714,10,0,53,8,1,What Is a Landing Page? A Practical SaaS Guide,46,142,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,30,0,True,False,True,False,True
/glossary/what-is-a-long-tail-keyword/,glossary,True,what is a Long Tail Keyword,tofu,informational,SEO,1719,12,0,3,10,5,What Is a Long Tail Keyword? SEO Benefits & Examples,52,149,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,36,0,True,False,True,False,True
/glossary/what-is-a-meta-description/,glossary,True,what is a Meta Description,tofu,informational,SEO,1944,13,0,6,11,6,What Is a Meta Description? Explained for SaaS & B2B SEO,56,134,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,48,0,True,False,True,False,True
/glossary/what-is-a-navigational-keyword/,glossary,True,what is a Navigational Keyword,tofu,informational,SEO,1621,10,0,0,8,4,What Is a Navigational Keyword? A SaaS SEO Guide,48,145,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,19,0,True,False,True,False,True
/glossary/what-is-a-transactional-keyword/,glossary,True,what is a Transactional Keyword,tofu,informational,SEO,1599,9,0,2,7,4,What Is a Transactional Keyword? A SaaS Guide,45,154,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,17,0,True,False,True,False,True
/glossary/what-is-ab-testing/,glossary,True,what is A/B Testing,tofu,informational,Analytics & Attribution,1851,11,1,6,9,2,What Is A/B Testing? A Practical Guide for SaaS,47,149,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,26,0,True,False,True,False,True
/glossary/what-is-abm/,glossary,True,what is ABM,tofu,informational,Demand Generation,1676,9,0,19,9,3,What Is ABM? Account-Based Marketing Explained,46,147,1,8,Article|BreadcrumbList|DefinedTerm|Organization,1,1,47,0,True,False,True,False,True
/glossary/what-is-aeo/,glossary,True,what is AEO (Answer Engine Optimization),tofu,informational,SEO,1917,15,2,5,12,3,What Is AEO (Answer Engine Optimization)? A SaaS Guide,54,149,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,0,2,0,True,False,True,False,True
/glossary/what-is-ai-hallucination/,glossary,True,what is AI Hallucination,tofu,informational,AI & Future Search,1863,9,0,0,9,7,"What Is AI Hallucination? Meaning, Dangers & How to Spot It",59,135,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,16,0,True,False,True,False,True
/glossary/what-is-an-ai-overview/,glossary,True,what is an AI Overview,tofu,informational,SEO,1703,14,1,10,11,2,What Is an AI Overview? Google's AI Answers for SaaS,52,133,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,18,0,True,False,True,False,True
/glossary/what-is-an-informational-keyword/,glossary,True,what is an Informational Keyword,tofu,informational,SEO,1595,8,0,4,7,2,What Is an Informational Keyword? SaaS Guide,44,148,1,8,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,21,0,True,False,True,False,True
/glossary/what-is-an-llm/,glossary,True,what is an LLM,tofu,informational,AI & Future Search,1872,9,0,12,8,6,What Is an LLM? Large Language Model Explained for SaaS,55,130,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,76,0,True,False,True,False,True
/glossary/what-is-an-seo-audit/,glossary,True,what is an SEO Audit,tofu,informational,SEO,2096,16,0,2,14,6,What Is an SEO Audit? Plain Definition & Real SaaS Impact,57,145,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,22,0,True,False,True,False,True
/glossary/what-is-anchor-text/,glossary,True,what is Anchor Text,tofu,informational,SEO,2011,13,0,6,10,5,What Is Anchor Text? Anchor Text Definition & SEO Impact,56,148,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,60,0,True,False,True,False,True
/glossary/what-is-arr/,glossary,True,what is ARR,tofu,informational,SaaS Metrics & Growth,1655,7,0,14,6,5,"What Is ARR? Meaning, SaaS Metrics, and Real Risks",50,146,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,76,0,True,False,True,False,True
/glossary/what-is-brand-identity/,glossary,True,what is Brand Identity,tofu,informational,Social & Brand,2221,7,0,0,7,3,What Is Brand Identity? A SaaS Founder's Guide,46,145,1,9,Article|BreadcrumbList|DefinedTerm|Organization,1,1,28,0,True,False,True,False,True
/glossary/what-is-brand-positioning/,glossary,True,what is Brand Positioning,tofu,informational,Social & Brand,1956,13,0,0,11,6,What Is Brand Positioning? Definition & SaaS Guide,50,150,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,22,0,True,False,True,False,True
/glossary/what-is-cls/,glossary,True,what is CLS,tofu,informational,SEO,2020,9,0,3,9,4,"What Is CLS? Core Web Vitals, SEO Impact, and Fixes",51,152,1,10,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,57,0,True,False,True,False,True
/glossary/what-is-clv/,glossary,True,what is CLV,tofu,informational,SaaS Metrics & Growth,2066,10,0,1,9,6,What Is CLV? (Customer Lifetime Value) Meaning in SaaS,54,145,1,10,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,81,0,True,False,True,False,True
/glossary/what-is-content-marketing/,glossary,True,what is Content Marketing,tofu,informational,Content Marketing,1702,10,0,15,9,6,What Is Content Marketing? Direct Answer for SaaS Teams,55,154,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,22,0,True,False,True,False,True
/glossary/what-is-conversion-rate/,glossary,True,what is Conversion Rate,tofu,informational,Analytics & Attribution,2031,10,0,16,8,6,What Is Conversion Rate? How To Measure & Improve,49,153,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,38,0,True,False,True,False,True
/glossary/what-is-cost-per-click/,glossary,True,what is Cost Per Click,tofu,informational,PPC & Paid Advertising,1828,11,0,13,10,6,What Is Cost Per Click? How to Use CPC for SaaS Growth,54,147,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,9,0,True,False,True,False,True
/glossary/what-is-cpa/,glossary,True,what is CPA,tofu,informational,PPC & Paid Advertising,2071,12,0,14,10,8,What Is CPA? Cost Per Acquisition in SaaS Explained,51,130,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,97,0,True,False,True,False,True
/glossary/what-is-cpm/,glossary,True,what is CPM,tofu,informational,PPC & Paid Advertising,2047,11,0,1,10,6,What Is CPM? SaaS Guide to Cost-Per-Mille in 2024,49,141,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,103,0,True,False,True,False,True
/glossary/what-is-crawling/,glossary,True,what is Crawling,tofu,informational,SEO,1743,8,0,0,7,4,What Is Crawling? How Search Engines Find Your Pages,52,145,3,8,Article|BreadcrumbList|DefinedTerm|Organization,1,1,20,0,True,False,True,False,True
/glossary/what-is-cro/,glossary,True,what is CRO,tofu,informational,Analytics & Attribution,1958,9,2,6,7,3,What Is CRO? Conversion Rate Optimization for SaaS,50,144,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,0,37,0,True,False,True,False,True
/glossary/what-is-ctr/,glossary,True,what is CTR,tofu,informational,PPC & Paid Advertising,1932,12,0,17,12,6,What Is CTR? Click-Through Rate Explained for SaaS Growth,57,123,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,82,0,True,False,True,False,True
/glossary/what-is-domain-authority/,glossary,True,what is Domain Authority,tofu,informational,SEO,2045,10,0,15,8,6,What Is Domain Authority? Honest Guide for SaaS & B2B Teams,59,139,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,33,0,True,False,True,False,True
/glossary/what-is-employer-branding/,glossary,True,what is Employer Branding,tofu,informational,Social & Brand,1866,4,0,0,4,2,What Is Employer Branding? A Practical Guide,44,149,1,8,Article|BreadcrumbList|DefinedTerm|Organization,1,1,16,0,True,False,True,False,True
/glossary/what-is-evergreen-content/,glossary,True,what is Evergreen Content,tofu,informational,SEO,1828,13,0,1,11,5,"What Is Evergreen Content? Definition, Myths & Real SaaS ROI",60,132,1,10,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,27,0,True,False,True,False,True
/glossary/what-is-fid/,glossary,True,what is FID,tofu,informational,SEO,1618,11,0,0,10,6,"What Is FID? Field Data, SEO Impact & Common Mistakes",53,152,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,60,0,True,False,True,False,True
/glossary/what-is-ga4/,glossary,True,what is GA4,tofu,informational,Analytics & Attribution,1838,4,0,3,4,3,What Is GA4? The SaaS Marketer's Guide,38,147,1,8,Article|BreadcrumbList|DefinedTerm|Organization,1,1,43,0,True,False,True,False,True
/glossary/what-is-geo/,glossary,True,what is GEO (Generative Engine Optimization),tofu,informational,SEO,1747,15,0,3,12,2,What Is GEO? Generative Engine Optimization for SaaS,52,151,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,0,2,0,True,False,True,False,True
/glossary/what-is-go-to-market-strategy/,glossary,True,what is Go To Market Strategy,tofu,informational,SaaS Metrics & Growth,2129,6,0,0,6,3,What Is Go To Market Strategy? SaaS GTM Explained,49,153,1,10,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,17,0,True,False,True,False,True
/glossary/what-is-google-ads/,glossary,True,what is Google Ads,tofu,informational,PPC & Paid Advertising,1939,13,0,26,12,7,What Is Google Ads? A Practical SaaS / B2B Guide,48,152,1,10,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,34,0,True,False,True,False,True
/glossary/what-is-google-search-console/,glossary,True,what is Google Search Console,tofu,informational,SEO,2077,13,0,7,11,7,What Is Google Search Console? A Guide for SaaS Teams,53,128,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,17,0,True,False,True,False,True
/glossary/what-is-google-tag-manager/,glossary,True,what is Google Tag Manager,tofu,informational,Analytics & Attribution,2469,10,0,0,9,8,What Is Google Tag Manager,26,154,1,10,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,21,0,True,False,True,False,True
/glossary/what-is-gpt/,glossary,True,what is GPT,tofu,informational,AI & Future Search,1820,8,0,0,8,4,What is GPT? A Clear Guide to Generative AI,43,138,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,82,0,True,False,True,False,True
/glossary/what-is-icp/,glossary,True,what is ICP,tofu,informational,Demand Generation,1709,8,0,55,7,5,What Is ICP? SaaS Ideal Customer Profile Explained,50,149,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,65,0,True,False,True,False,True
/glossary/what-is-image-alt-text/,glossary,True,what is Image Alt Text,tofu,informational,SEO,1857,8,0,1,7,5,What Is Image Alt Text? SEO & Accessibility Guide,49,149,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,17,0,True,False,True,False,True
/glossary/what-is-inbound-marketing/,glossary,True,what is Inbound Marketing,tofu,informational,Content Marketing,1895,13,0,2,12,3,What Is Inbound Marketing? A SaaS Marketer's Guide,50,154,1,9,Article|BreadcrumbList|DefinedTerm|Organization,1,1,10,1,True,False,True,False,True
/glossary/what-is-indexing/,glossary,True,what is Indexing,tofu,informational,SEO,1990,9,0,0,8,5,"What Is Indexing? SEO Meaning, Process & Why It Matters",55,157,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,33,0,True,False,True,False,True
/glossary/what-is-keyword-difficulty/,glossary,True,what is Keyword Difficulty,tofu,informational,SEO,1564,8,0,0,6,1,What Is Keyword Difficulty? A SaaS SEO Guide,44,144,1,8,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,12,1,True,False,True,False,True
/glossary/what-is-keyword-ranking/,glossary,True,what is Keyword Ranking,tofu,informational,SEO,1713,11,0,0,9,2,What Is Keyword Ranking? A SaaS Team's Guide,44,149,1,9,Article|BreadcrumbList|DefinedTerm|FAQPage|Organization,1,1,6,2,True,False,True,False,True
/glossary/what-is-keyword-research/,glossary,True,what is Keyword Research,tofu,informational,Content Marketing,2035,10,0,20,9,3,What Is Keyword Research? A SaaS Marketer's Guide,49,154,1,8,Article|BreadcrumbList|DefinedTerm|Organization,1,1,16,1,True,False,True,False,True
